cid,zipcode,x,y
78963,10456,-8227479.91,4986426.04
4567062,10018,-8236611.50,4976410.72
3561046,,-8211786.14,4952971.27
3819175,11436,-8214821.82,4964771.31
3806973,10022,-8233158.81,4976809.42
4484926,10457,-8226705.18,4988543.67
4232424,10065,-8233156.14,4977408.16
97080,10466,-8220966.95,4995080.48
4222253,11232,-8238339.18,4960977.73
4552324,,-8227541.19,4983742.21
75448,10455,-8227520.57,4984832.53
225699,11413,-8210303.48,4963455.58
4266626,,-8237718.02,4952951.18
3679797,11221,-8229649.58,4966437.87
3505320,,-8233612.55,4951210.69
3887975,10019,-8235608.51,4978050.89
3851869,11429,-8208710.38,4968857.11
3155424,10031,-8231919.55,4987148.00
3493076,11378,-8228936.02,4972841.05
4145670,,-8224534.45,4986289.01
3722441,,-8230657.69,4951512.36
179713,11238,-8232665.66,4965138.89
4351317,,-8212063.33,4974785.80
3795046,10306,-8252807.37,4947068.37
3955947,10018,-8237810.41,4976484.19
340191,10306,-8252161.04,4946841.78
3830702,11357,-8217276.97,4980062.69
4433705,10467,-8222659.83,4992518.28
3299801,11101,-8230288.31,4974489.47
4288464,11209,-8240935.15,4957494.50
327040,10019,-8235942.87,4977618.84
3952202,11230,-8233274.14,4955994.74
3151175,,-8224503.79,4958428.34
149156,11230,-8234508.86,4958138.15
4003885,,-8221043.47,4973707.52
3352907,11417,-8220190.93,4964338.06
3872884,11435,-8217244.69,4970169.54
4109932,10308,-8255648.25,4947352.91
3901291,11221,-8230372.04,4967625.76
244551,11104,-8228695.40,4974546.61
3268268,10455,-8225984.71,4985203.43
76666,10474,-8224781.95,4983890.72
1036450,11377,-8225868.22,4974062.08
3381039,11361,-8211660.91,4977100.97
3162932,10453,-8226950.45,4990973.77
3756593,10011,-8237072.36,4973426.18
3405061,10039,-8230811.69,4987260.34
3787899,10306,-8250558.72,4947779.88
3177925,11412,-8211355.80,4969217.44
4530610,,-8229269.98,4964830.02
3968438,10065,-8233470.51,4977462.98
194398,11211,-8231039.79,4969948.50
2819698,11385,-8222584.10,4968670.62
4482797,,-8236886.46,4953891.26
4372310,11213,-8229927.88,4964265.80
4162063,11215,-8235743.21,4963676.82
3681318,11225,-8233180.63,4961703.46
86878,10451,-8229763.08,4985689.28
3257,10013,-8237851.94,4971040.37
3784835,10473,-8224320.72,4986019.08
4295422,,-8224778.79,4976367.66
31482,10036,-8235768.69,4976438.51
3932772,10065,-8233643.72,4978161.13
3146582,10014,-8238233.94,4972392.97
3197853,10026,-8232514.20,4983075.65
3262280,10474,-8224824.58,4985720.36
1014583,11238,-8234512.77,4964726.31
147049,11236,-8226664.10,4960016.06
4011059,,-8218806.50,4986854.65
3927152,11209,-8240398.59,4957085.88
62378,10027,-8233364.37,4984534.08
3443698,10013,-8237566.62,4970769.20
3223386,10001,-8237102.79,4974766.48
3135452,11203,-8230965.97,4961040.44
3239077,10305,-8244739.96,4953363.44
4342396,11417,-8219845.67,4965423.78
3752332,11368,-8221502.11,4973733.82
3496893,,-8228447.33,4977743.71
3222032,11364,-8210838.81,4974145.15
3393563,11218,-8235136.27,4960678.75
4471947,11411,-8208326.33,4967317.14
3217165,10024,-8234860.90,4981075.60
4440649,10473,-8221396.35,4984149.60
327911,11434,-8212464.99,4962269.13
3598435,11229,-8232472.64,4953394.09
4376350,,-8231478.56,4958188.29
362591,11355,-8218251.26,4974739.47
3804367,,-8218307.24,4991180.77
92762,10457,-8227024.90,4989858.19
4311720,,-8228426.18,4992716.56
3325944,10001,-8237736.73,4975116.96
4440812,11374,-8223092.86,4971780.32
3344045,11207,-8225989.22,4964888.22
3389447,10462,-8221689.36,4989282.21
119418,11229,-8231748.98,4953836.69
214514,11385,-8227233.75,4969801.27
3399542,11249,-8233833.26,4970080.60
2881192,,-8225317.06,4986002.31
3613369,11411,-8207544.87,4966452.11
4123436,10022,-8233817.38,4977176.10
4482413,,-8227838.86,4955525.47
22355,10010,-8235516.54,4973756.46
82657,10473,-8221864.23,4986123.79
4129204,11205,-8233575.82,4967519.90
4012299,,-8214511.24,4975814.97
4390268,11435,-8216254.50,4966854.37
3663881,11231,-8237221.09,4965508.92
3990605,11385,-8227429.87,4968866.51
3306783,11234,-8228782.08,4955156.14
4304281,,-8216080.29,4967230.22
3397051,10011,-8237923.11,4974030.51
3521462,10460,-8224008.46,4988679.92
276023,11103,-8228536.64,4976800.28
2946802,,-8237354.99,4952731.00
4405212,11103,-8227347.49,4978134.23
3936200,,-8241705.48,4956157.52
4000755,11230,-8234563.22,4955961.45
3996803,11354,-8216499.41,4977649.35
3324870,11208,-8222676.89,4963650.52
3536100,10016,-8235153.88,4975005.91
139639,11212,-8228044.21,4961848.31
3332147,10304,-8246054.04,4956231.24
4183321,10458,-8225935.96,4992017.38
261098,11364,-8210632.81,4975572.26
3370026,10458,-8224372.21,4991290.94
3298204,10460,-8223180.90,4988943.27
71965,10033,-8230055.93,4989771.36
4428137,10002,-8236227.45,4971446.89
4507235,10002,-8236329.31,4970916.80
3413350,10466,-8220553.66,4997271.49
3234441,11249,-8233304.49,4968116.27
4332761,,-8222449.43,4966183.45
1003152,10306,-8247692.08,4949236.50
4160290,11379,-8223422.37,4971805.58
3361892,11223,-8235004.99,4952113.43
3714401,,-8211443.28,4965857.12
331489,11229,-8232892.54,4953333.48
4228086,,-8217228.55,4968656.38
12639,10002,-8236806.28,4970406.62
105406,10469,-8220018.74,4992475.79
3155503,10457,-8227320.58,4989912.64
4408268,,-8229007.27,4973256.06
3725245,,-8237640.65,4964404.36
3227026,10474,-8224969.82,4985376.16
3612718,11434,-8212540.44,4964055.77
486422,10025,-8233563.80,4982674.94
3932853,11229,-8231750.18,4953836.28
4292815,,-8234781.85,4961640.21
3593587,,-8215363.50,4967655.42
3168589,10009,-8235239.44,4971818.17
3437050,,-8236643.78,4971664.86
4447451,,-8229853.29,4983061.31
3760520,,-8218695.74,4986742.55
3342427,11230,-8233246.59,4955795.13
4006926,,-8231921.61,4981276.94
4053174,,-8221080.20,4987688.09
4446516,10452,-8228039.23,4989349.00
3464447,,-8231981.72,4959062.27
180208,11216,-8232484.03,4965566.28
3140632,11229,-8232379.63,4954450.39
3838465,11231,-8238183.33,4966088.03
3785596,,-8228858.10,4977476.21
3865157,,-8218572.18,4970623.35
3967566,11219,-8238994.41,4957725.37
4308689,,-8236401.11,4976790.31
149370,11210,-8232205.82,4957019.14
3173383,10013,-8238323.05,4971679.35
3924028,11210,-8232532.09,4955499.95
3909083,10463,-8226888.86,4994197.98
3407625,10016,-8235616.30,4971775.32
3215864,10002,-8236419.10,4970952.01
3960392,10005,-8238437.14,4969128.04
3559932,10013,-8237394.08,4970660.81
3565915,10463,-8227546.75,4993904.86
4279244,11215,-8235654.15,4964825.62
3343449,11230,-8234398.84,4957367.15
3169192,,-8231714.87,4978634.22
3447467,10005,-8238313.58,4969093.82
63986,10026,-8232302.90,4983459.40
344201,10014,-8238360.16,4973979.67
357414,10470,-8222604.93,4996977.07
3521662,11234,-8229669.06,4958336.59
4300084,11207,-8225515.17,4960880.15
3908117,,-8218701.31,4976853.07
4542803,,-8256557.73,4949703.98
4549957,11219,-8236598.14,4957585.15
3154477,11435,-8217253.04,4969487.97
3531939,11379,-8224548.92,4971430.73
240542,11101,-8230339.78,4974953.70
362090,11207,-8226071.09,4962507.13
3343863,,-8234586.29,4983348.81
4411948,10032,-8231027.16,4987272.47
4494522,11422,-8208090.89,4962959.60
138495,11203,-8229892.37,4961107.30
3820958,11223,-8234459.69,4952113.66
3704923,11422,-8208979.33,4959336.01
3174097,10461,-8221125.47,4991319.89
3516915,10453,-8227784.53,4989634.04
3965304,11213,-8230894.58,4964957.72
321267,11205,-8233955.61,4967214.22
4161362,10457,-8227011.31,4990195.60
3091071,,-8219746.68,4972325.93
4167569,11230,-8233889.29,4955754.23
3435863,11691,-8210169.78,4952808.54
273012,11106,-8230223.12,4976752.50
4022010,10010,-8235463.80,4973854.00
188651,11201,-8236391.41,4967633.54
4591759,11434,-8211254.03,4963673.44
3912845,11354,-8216295.14,4977564.10
4565480,11236,-8225480.66,4959802.23
3809368,11238,-8233506.24,4966511.27
3653909,11217,-8235295.70,4965582.75
4039040,10017,-8235483.39,4976103.58
3475394,,-8237981.84,4970838.96
4271642,10455,-8228126.73,4985908.02
2812204,11436,-8215666.28,4965526.68
88459,10452,-8229690.97,4987320.06
4475605,10065,-8232854.47,4977361.13
4085613,10462,-8222633.11,4989132.84
4344215,11236,-8225866.94,4960911.99
4189769,10029,-8231917.16,4980866.88
3320413,11216,-8232516.42,4965781.46
3357923,,-8223589.76,4988272.94
280039,11372,-8224722.27,4975188.23
3187988,10036,-8235717.65,4976531.27
4294574,,-8226967.45,4965476.33
3841935,10473,-8222174.48,4985425.54
4053205,10462,-8222399.34,4988040.47
124238,11204,-8236281.55,4955166.93
3556692,11205,-8234308.30,4967330.06
4562386,11368,-8221830.05,4973943.62
3981636,11203,-8229134.17,4961072.07
52804,10023,-8235796.81,4978635.46
3537551,,-8223454.65,4986500.70
323641,10024,-8234494.55,4980243.00
189293,11201,-8235579.88,4966713.80
3460396,10465,-8217731.71,4986668.41
4165854,11105,-8227702.16,4979376.76
4533350,11233,-8228160.12,4964631.87
3827041,,-8252100.49,4949598.46
3898538,10016,-8235491.63,4975669.20
3969665,11413,-8209855.86,4965376.66
4371467,10467,-8222296.26,4994072.10
3517687,11218,-8235264.53,4959079.28
237735,11367,-8216658.87,4971318.46
1032770,10003,-8236012.69,4973448.48
3291773,11208,-8223997.69,4965257.90
3288320,11211,-8233062.51,4969594.54
3558310,,-8211570.18,4972075.57
3348419,11203,-8230578.33,4958942.96
1034090,11206,-8230899.93,4968963.69
4422622,11426,-8206593.64,4971908.11
3711198,,-8212240.32,4963401.34
3981371,11368,-8223069.48,4976247.15
46370,10065,-8234179.14,4977617.56
4006850,10014,-8238246.78,4972285.77
3880951,11210,-8231940.98,4958495.45
57424,10029,-8231453.71,4982122.91
3697537,,-8229836.60,4983051.75
4491824,10036,-8236350.57,4976882.90
78272,10474,-8225144.09,4984641.64
237844,11367,-8218103.02,4970512.78
4596738,,-8229576.11,4964852.04
4461530,11228,-8239612.67,4956060.00
3641925,11101,-8230998.77,4974714.10
3990029,,-8212063.33,4974785.80
1034503,10027,-8232948.19,4985286.41
3678159,,-8236487.94,4968562.25
3331867,11231,-8237708.53,4964172.04
3781637,11375,-8220368.43,4971662.66
3470316,,-8234976.22,4976599.26
4510545,11211,-8233539.08,4969199.70
4168707,,-8230591.34,4963655.53
285137,10310,-8249502.13,4958608.93
215845,11379,-8224028.70,4970084.71
3664947,11415,-8218915.04,4969093.82
3404559,10009,-8235533.56,4973069.76
234332,11435,-8217564.88,4970535.86
4282660,10028,-8232782.67,4979298.85
3833416,11101,-8232031.82,4975919.16
3666138,10030,-8230936.43,4985381.71
3309127,10029,-8231143.36,4982683.72
3214285,11230,-8232838.70,4957643.08
2816868,11201,-8237017.20,4968615.76
172482,11201,-8237014.51,4966758.72
4313624,,-8232420.77,4970244.00
4144319,11236,-8226411.30,4960738.57
3277460,11212,-8228671.29,4963168.46
3361384,11236,-8228295.02,4959264.36
3935177,,-8228681.10,4972440.45
3613056,,-8231429.58,4972516.10
3329109,11372,-8225249.85,4975115.10
3462915,11233,-8228803.55,4966123.71
3478723,,-8250633.30,4958184.92
4308131,10467,-8222286.91,4995147.62
4162726,,-8220072.76,4987095.48
2889281,,-8220904.28,4986890.78
3403296,,-8256247.97,4956549.87
4375418,11420,-8218252.69,4964279.60
4102849,10001,-8236282.55,4975502.56
268181,11434,-8213904.43,4963493.65
178525,11217,-8235084.48,4965473.83
3960354,10312,-8258665.00,4946310.02
2819010,11207,-8226121.79,4964433.13
64616,10026,-8232246.56,4982806.69
1024890,10461,-8220237.62,4990930.13
3835427,11207,-8226551.56,4965177.32
3633452,,-8209427.28,4970506.74
3097553,,-8214865.25,4963214.65
3166342,10023,-8235478.55,4978461.91
361807,11361,-8211007.15,4977240.79
4340527,10458,-8226036.59,4991439.81
3916754,11203,-8231409.54,4961289.23
1026648,11223,-8233999.24,4954583.55
4457611,10304,-8248047.35,4954154.44
4300904,,-8231106.75,4990447.11
3462703,10455,-8226002.75,4985216.67
3160021,11220,-8238495.08,4959497.94
135580,11226,-8232232.93,4959498.48
4447321,11412,-8211049.21,4967016.45
3306257,11208,-8223627.80,4965711.46
354800,11234,-8228608.92,4958576.54
4549726,11373,-8223641.67,4974647.98
4107892,10457,-8226621.69,4989894.51
3700433,11224,-8235745.43,4950356.18
4305836,11373,-8223528.68,4975173.42
3824910,,-8232434.79,4970263.09
3212430,10040,-8230157.43,4991198.95
3287251,10312,-8256508.01,4947528.85
3045352,,-8225923.44,4974905.58
3340480,10019,-8236368.75,4978345.88
4027863,11212,-8228633.23,4962545.90
3476687,11204,-8235463.80,4957754.12
286002,10310,-8251229.47,4957679.05
175254,11233,-8229575.95,4964851.98
3809525,11219,-8236131.71,4958953.71
3675434,,-8259870.59,4947678.78
4526897,11207,-8226599.43,4964752.23
2819301,10018,-8237657.59,4976756.94
3762860,10023,-8235158.78,4979366.76
4269736,,-8228811.34,4989503.36
3754941,,-8219833.43,4977576.89
3126667,11368,-8221543.74,4976061.11
3380170,11218,-8234396.24,4960321.72
66160,10031,-8231180.59,4987215.37
4366190,,-8223283.22,4986204.43
3797483,,-8222138.30,4976460.24
109667,10468,-8226221.15,4992813.94
3142277,10017,-8235078.86,4976175.35
63361,10027,-8233836.61,4984186.72
2965251,,-8238433.19,4961584.45
3701114,10469,-8221910.65,4992522.26
145390,11236,-8227156.07,4960598.51
17128,10001,-8238392.48,4976196.23
3410270,10027,-8232848.90,4985709.43
4216847,,-8230075.93,4976092.41
2960224,,-8224940.81,4958004.17
196409,11206,-8231508.83,4969244.62
206797,11418,-8218181.06,4968631.35
364221,11419,-8217768.51,4965973.62
4165559,,-8234344.48,4982011.68
3172891,10016,-8235410.92,4975387.33
4399657,11433,-8212751.28,4968501.75
3310584,11235,-8233247.10,4951973.17
3143842,11434,-8213094.04,4965015.67
3596838,11377,-8228993.91,4973963.60
4406521,,-8253760.27,4959085.15
3703373,11693,-8216450.43,4951375.30
297949,10314,-8255624.65,4955388.65
3580406,,-8229969.07,4987021.48
4315611,,-8224232.77,4967090.30
4557885,10453,-8226598.31,4991131.47
3661492,,-8230851.27,4975513.44
3880411,11419,-8218168.09,4966140.59
3589435,10469,-8219825.63,4991836.62
3793443,11385,-8227335.25,4969594.73
3385936,,-8208732.26,4976480.71
3824754,11215,-8235777.27,4962457.42
3424883,11419,-8218225.97,4966292.09
3967517,,-8213659.65,4974290.94
324862,11222,-8232895.09,4972054.37
4331450,10026,-8232055.19,4982576.04
242553,11377,-8225644.94,4974004.55
4469849,10065,-8233105.03,4977500.54
4533578,11234,-8229793.18,4957190.01
3640017,10019,-8235820.58,4977839.98
3871460,11420,-8215986.22,4963331.92
3549292,11233,-8228939.36,4964817.84
4307716,11215,-8236182.92,4963834.15
3933334,,-8229345.68,4963188.54
3526357,10019,-8234638.92,4977634.94
3138138,11373,-8223078.81,4973205.43
341440,11355,-8217139.85,4975606.32
323106,10306,-8250178.17,4948774.66
3362319,10018,-8237707.42,4976666.98
4575932,,-8212406.19,4978184.65
3514774,11203,-8229136.40,4960928.87
4051595,11212,-8228213.56,4963643.21
3213341,10013,-8238933.88,4971566.80
4494034,11372,-8225116.65,4975755.31
4299738,,-8215671.75,4963260.30
3758660,11370,-8225125.56,4977939.19
3255846,10011,-8237427.84,4972640.16
106391,10469,-8221072.62,4991867.20
4238796,10473,-8221120.84,4985613.97
3132541,11106,-8229948.58,4977897.12
264042,11358,-8214285.83,4978394.94
4561674,11223,-8234498.21,4951124.80
4187979,11434,-8212425.78,4965214.31
3322496,11217,-8235419.99,4965527.52
3579584,10027,-8232798.81,4985558.96
3259947,10452,-8229000.73,4988197.79
1038160,10304,-8246096.04,4957503.30
290538,10301,-8249012.79,4958593.01
4369681,10463,-8226873.27,4994223.74
4035985,11413,-8210057.91,4964989.28
4158465,,-8227409.83,4952466.22
3284096,11208,-8223721.81,4966210.83
4465795,,-8229361.26,4963568.80
114806,11224,-8234035.58,4950643.38
3966877,,-8233391.58,4963447.42
3282908,11208,-8222894.38,4963123.54
2819549,11226,-8233779.61,4959506.87
3446784,,-8231149.05,4971361.11
3282909,11208,-8224180.92,4966266.68
4559708,11356,-8220696.15,4980192.65
3366241,,-8228054.53,4972652.21
3787950,11218,-8234832.61,4961735.88
4192582,10305,-8248277.78,4951105.16
4135751,11221,-8229482.60,4967707.39
3337669,,-8214920.22,4969477.56
3891347,11234,-8229002.81,4954966.33
3512188,,-8217318.72,4968851.82
174304,11238,-8232751.79,4964657.89
259737,11361,-8212638.77,4978756.77
3371827,11219,-8237118.13,4958269.90
3212366,10022,-8234386.21,4977242.47
4302910,10002,-8236040.43,4970648.76
4207356,11214,-8236561.96,4954300.78
3716410,10001,-8236366.60,4975189.58
4319793,,-8232169.41,4985949.50
4531363,,-8231092.28,4967977.56
3174489,11369,-8223554.43,4976814.09
3080670,,-8209852.94,4976898.11
3721068,11103,-8228520.80,4977027.95
176602,11215,-8235188.65,4964585.90
3273865,11433,-8213881.69,4966745.40
3884524,11213,-8229918.97,4964396.29
3300090,10457,-8224994.48,4990571.91
3560659,,-8221044.58,4987365.15
4335626,10310,-8250779.13,4959468.04
4484083,,-8230687.08,4961574.18
4562847,11215,-8236241.92,4963747.41
3185622,11692,-8214167.20,4952648.74
4140610,11230,-8235018.52,4957456.95
146503,11236,-8226584.79,4959922.95
2992729,11211,-8232388.45,4970903.10
4128559,11364,-8209928.77,4975548.70
3252518,11434,-8212464.99,4962269.13
10274,10011,-8237398.09,4973484.51
3639590,10472,-8223342.66,4987178.31
3552375,10032,-8231221.41,4987662.93
3273680,11208,-8223203.71,4965870.80
198950,11249,-8232907.02,4971464.94
4185197,10465,-8218459.74,4987646.16
3607203,10463,-8227307.42,4994678.38
4603141,11221,-8230134.49,4966058.23
3234655,10003,-8236012.69,4973448.48
3421324,,-8233416.19,4967979.76
1008524,11207,-8227316.01,4966413.97
260241,11365,-8212908.62,4974554.74
4112506,11355,-8218974.71,4975821.44
107557,10463,-8226796.05,4995222.91
4312340,10039,-8230861.85,4986068.51
3722312,11355,-8219125.43,4976447.46
3374034,10469,-8221118.82,4994779.27
3310522,10468,-8226630.45,4992119.10
4467037,10040,-8229947.90,4991706.52
3909862,11435,-8215450.11,4966165.84
4024763,10013,-8237866.07,4971050.17
3724575,,-8230743.85,4973231.67
4328222,10468,-8224998.65,4995007.31
4253568,,-8232027.36,4965312.95
4403397,11434,-8212013.23,4961950.86
3704341,11373,-8224855.05,4973062.43
4511070,,-8230861.85,4986068.51
3167366,11377,-8226543.97,4976122.96
324436,11361,-8213465.40,4976515.89
4479221,,-8231527.54,4966591.87
298380,10312,-8256538.48,4948162.65
3661462,,-8236268.64,4955689.71
3707722,10007,-8238844.57,4969809.88
3346782,11211,-8231529.04,4970950.16
3018369,,-8207436.83,4969995.04
4155820,11222,-8231868.73,4972284.01
2849765,,-8231968.11,4978276.29
4289427,11226,-8231982.84,4960395.98
3556128,,-8217676.05,4976839.84
324595,10022,-8234409.39,4977625.30
3289266,10009,-8234974.41,4971671.34
4565906,,-8218911.70,4993004.50
342462,11005,-8205821.34,4976635.03
264223,11374,-8222951.66,4972552.45
10992,10014,-8238233.94,4972392.97
3568508,11357,-8217431.15,4980783.37
4517610,10458,-8224998.65,4991260.54
54767,10023,-8235907.24,4979182.57
3581706,,-8239332.15,4969437.89
4422341,11234,-8228572.67,4955563.15
89672,10465,-8217218.72,4987494.06
282535,11370,-8225124.92,4977940.51
173449,11216,-8232440.43,4963789.15
3734297,11694,-8219519.95,4950559.91
4532221,,-8215692.34,4975398.97
23064,10016,-8235689.13,4974455.77
3250367,11219,-8237412.92,4957834.69
3280857,10001,-8236852.86,4975220.98
3265860,11385,-8221533.56,4968573.00
183434,11221,-8229983.83,4967265.90
318478,11101,-8229112.28,4976064.65
4179686,,-8217274.19,4981148.29
257460,11368,-8221809.00,4974273.68
4000393,11234,-8230177.23,4957949.78
160139,11212,-8226864.09,4961632.41
3917593,10023,-8235654.15,4978541.82
4427078,,-8232030.70,4965201.98
4295724,,-8211029.17,4963251.94
3890010,10022,-8233622.57,4977187.27
4549267,11422,-8209169.58,4962169.79
347418,11358,-8214705.83,4977695.98
4405714,,-8229780.38,4982415.75
3856318,10128,-8231747.95,4979955.08
133316,11232,-8237051.03,4960316.21
4109683,10024,-8235337.34,4980215.73
4434883,11217,-8234665.64,4964920.29
3176574,11220,-8238903.28,4958475.57
3081135,,-8210422.97,4977174.26
4591369,,-8235655.27,4978559.46
4157254,11214,-8236146.18,4951124.80
2814593,10467,-8223694.02,4993921.79
4125373,,-8235107.57,4970130.32
